"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"1169","Cygnal","5/5/21",2021-05-09,1030,"a",43.9,41.4,NA,548,1.92570781579475e-14,3.7073417949916,1,1.73432852030592,1,3.33980998670885e-14,42.9731645512521,42.3268354487479
"1170","RMG Research","5/6/21",2021-05-08,1000,"rv",41,40,NA,549,1.80265508636546e-14,2.88333333333333,2,1.72693881974553,1.67,1.03976706578359e-13,40.2791666666667,40.7208333333333
"1171","Morning Consult","5/6/21",2021-05-08,13407,"rv",44,41,NA,549,1.80265508636546e-14,1.90875,2,2.37588305940039,1.67,1.43048782566697e-13,43.5228125,41.4771875
"1172","Morning Consult","5/5/21",2021-05-07,13755,"rv",44,41,NA,550,1.68746542634671e-14,1.90875,2,2.38228941833967,1.67,1.34269036368593e-13,43.5228125,41.4771875
"1173","Morning Consult","5/4/21",2021-05-06,13534,"rv",44,41,NA,551,1.57963638560315e-14,1.90875,2,2.37824007919804,1.67,1.25475602397552e-13,43.5228125,41.4771875
"1174","Morning Consult","5/3/21",2021-05-05,12338,"rv",44,41,NA,552,1.47869762056311e-14,1.90875,2,2.3551098024424,1.67,1.16315341718617e-13,43.5228125,41.4771875
"1175","Morning Consult","5/2/21",2021-05-04,13049,"rv",44,41,NA,553,1.38420884260913e-14,1.90875,2,2.36911669536556,1.67,1.09530366115191e-13,43.5228125,41.4771875
"1176","Morning Consult","5/1/21",2021-05-03,13286,"rv",44,41,NA,554,1.29575789756641e-14,1.90875,2,2.3736165320563,1.67,1.02726121064685e-13,43.5228125,41.4771875
"1177","Morning Consult","4/30/21",2021-05-02,12945,"rv",44,41,NA,555,1.21295896791191e-14,1.90875,2,2.36711622304641,1.67,9.58985760178529e-14,43.5228125,41.4771875
"1178","Morning Consult","4/29/21",2021-05-01,12884,"rv",44,41,NA,556,1.13545088986234e-14,1.90875,2,2.36593537761277,1.67,8.97258745575651e-14,43.5228125,41.4771875
"1179","Morning Consult","4/28/21",2021-04-30,12503,"rv",44,41,NA,557,1.06289557800014e-14,1.90875,2,2.35843097362375,1.67,8.37259794863004e-14,43.5228125,41.4771875
"1180","Morning Consult","4/27/21",2021-04-29,12856,"rv",44,41,NA,558,9.9497655056593e-15,1.90875,2,2.36539147685434,1.67,7.86072023494445e-14,43.5228125,41.4771875
"1181","Morning Consult","4/26/21",2021-04-28,12661,"rv",43,41,NA,559,9.31397548984767e-15,1.90875,2,2.36157042038006,1.67,7.3465334103317e-14,42.5228125,41.4771875
"1182","Morning Consult","4/25/21",2021-04-27,13804,"rv",43,41,NA,560,8.7188124560464e-15,1.90875,2,2.38317842105447,1.67,6.94001422462523e-14,42.5228125,41.4771875
"1183","YouGov","4/24/21",2021-04-27,1138,"rv",43,38,NA,560,8.7188124560464e-15,3.91115384615385,2,1.75925690367157,1.67,5.12310275570918e-14,42.0222115384615,38.9777884615385
"1184","Morning Consult","4/24/21",2021-04-26,14804,"rv",44,41,NA,561,8.16168034010504e-15,1.90875,2,2.40066317337651,1.67,6.54421077207066e-14,43.5228125,41.4771875
"1185","Morning Consult","4/23/21",2021-04-25,13939,"rv",44,41,NA,562,7.64014896637233e-15,1.90875,2,2.38561148643247,1.67,6.08762666216582e-14,43.5228125,41.4771875
"1186","Morning Consult","4/22/21",2021-04-24,12290,"rv",44,41,NA,563,7.15194344742113e-15,1.90875,2,2.35413530064002,1.67,5.62343860761023e-14,43.5228125,41.4771875
"1187","YouGov","4/21/21",2021-04-23,1000,"a",45,38,NA,564,6.69493426113093e-15,3.91115384615385,2,1.72693881974553,1,2.31234837423828e-14,44.0222115384615,38.9777884615385
"1188","Morning Consult","4/21/21",2021-04-23,10988,"rv",43,41,NA,564,6.69493426113093e-15,1.90875,2,2.32613976180379,1.67,5.20149983101803e-14,42.5228125,41.4771875
"1189","Echelon Insights","4/16/21",2021-04-23,1043,"rv",46,42,NA,564,6.69493426113093e-15,1.49,2,1.73746411375019,1.67,3.88515747955897e-14,45.6275,42.3725
"1190","Morning Consult","4/20/21",2021-04-22,10356,"rv",43,41,NA,565,6.26712796184466e-15,1.90875,2,2.31133033521786,1.67,4.83812459294981e-14,42.5228125,41.4771875
"1191","Morning Consult","4/19/21",2021-04-21,10473,"rv",43,42,NA,566,5.86665848508279e-15,1.90875,2,2.31413894894329,1.67,4.53447180875988e-14,42.5228125,42.4771875
"1192","Morning Consult","4/18/21",2021-04-20,11663,"rv",43,41,NA,567,5.491779007886e-15,1.90875,2,2.34104417917276,1.67,4.2940700914247e-14,42.5228125,41.4771875
"1193","YouGov","4/17/21",2021-04-20,1168,"rv",45,37,NA,567,5.491779007886e-15,3.91115384615385,2,1.76576204084704,1.67,3.23885641955447e-14,44.0222115384615,37.9777884615385
"1194","NBC News/The Wall Street Journal","4/17/21",2021-04-20,790,"rv",47,42,NA,567,5.491779007886e-15,2.8,2,1.66800823636527,1.67,3.05955109422887e-14,46.3,42.7
"1195","Change Research","4/15/21",2021-04-20,1025,"rv",48,43,NA,567,5.491779007886e-15,4.88333333333333,2,1.73311197289313,1.67,3.17896789565082e-14,46.7791666666667,44.2208333333333
"1196","Morning Consult","4/17/21",2021-04-19,11973,"rv",43,41,NA,568,5.14085432928208e-15,1.90875,2,2.34760234842921,1.67,4.0309396865826e-14,42.5228125,41.4771875
"1197","Morning Consult","4/16/21",2021-04-18,11528,"rv",44,41,NA,569,4.81235373764096e-15,1.90875,2,2.33813353441984,1.67,3.75814316825864e-14,43.5228125,41.4771875
"1198","RMG Research","4/15/21",2021-04-17,1200,"rv",43,39,NA,570,4.5048443338057e-15,2.88333333333333,2,1.77251920894402,1.67,2.66696432040106e-14,42.2791666666667,39.7208333333333
"1199","Morning Consult","4/15/21",2021-04-17,11220,"rv",44,41,NA,570,4.5048443338057e-15,1.90875,2,2.33136329476917,1.67,3.50781119531349e-14,43.5228125,41.4771875
"1200","Morning Consult","4/14/21",2021-04-16,10855,"rv",44,41,NA,571,4.21698478087552e-15,1.90875,2,2.3230952705781,1.67,3.27201677178428e-14,43.5228125,41.4771875
"1201","Ipsos","4/12/21",2021-04-16,4423,"a",39,31,NA,571,4.21698478087552e-15,2.639375,2,2.09864336946708,1,1.7699894299056e-14,38.34015625,31.65984375
"1202","Morning Consult","4/13/21",2021-04-15,10660,"rv",43,41,NA,572,3.94751945337757e-15,1.90875,2,2.31856342442996,1.67,3.05695979009021e-14,42.5228125,41.4771875
"1203","Morning Consult","4/12/21",2021-04-14,8645,"rv",43,41,NA,573,3.69527296030674e-15,1.90875,2,2.26618409952935,1.67,2.79697238790667e-14,42.5228125,41.4771875
"1204","Morning Consult","4/11/21",2021-04-13,9686,"rv",43,41,NA,574,3.45914501814314e-15,1.90875,2,2.29460920574079,1.67,2.6510869248763e-14,42.5228125,41.4771875
"1205","McLaughlin & Associates","4/8/21",2021-04-13,1000,"lv",46,46.4,NA,574,3.45914501814314e-15,-7.86,1,1.72693881974553,2,1.19474636299215e-14,47.965,44.435
"1206","Morning Consult","4/10/21",2021-04-12,10410,"rv",44,42,NA,575,3.2381056514838e-15,1.90875,2,2.31263054040225,1.67,2.50117303557197e-14,43.5228125,42.4771875
"1207","Morning Consult","4/9/21",2021-04-11,11286,"rv",44,42,NA,576,3.03119070035398e-15,1.90875,2,2.33282957463227,1.67,2.36179793825345e-14,43.5228125,42.4771875
"1208","The Winston Group","4/7/21",2021-04-11,1000,"rv",45,41,NA,576,3.03119070035398e-15,0.74,2,1.72693881974553,1.67,1.74838341742464e-14,44.815,41.185
"1209","Morning Consult","4/8/21",2021-04-10,10455,"rv",44,42,NA,577,2.83749761460136e-15,1.90875,2,2.31370890296568,1.67,2.19275792667772e-14,43.5228125,42.4771875
"1210","Morning Consult","4/7/21",2021-04-09,10142,"rv",44,41,NA,578,2.65618151702834e-15,1.90875,2,2.30611012408874,1.67,2.04589932733737e-14,43.5228125,41.4771875
"1211","Morning Consult","4/6/21",2021-04-08,11161,"rv",44,40,NA,579,2.48645151809023e-15,1.90875,2,2.33004520941393,1.67,1.93504384568748e-14,43.5228125,40.4771875
"1212","Morning Consult","4/5/21",2021-04-07,12070,"rv",44,40,NA,580,2.32756726608426e-15,1.90875,2,2.34961957852289,1.67,1.82661180465268e-14,43.5228125,40.4771875
"1213","PEM Management Corporation","4/3/21",2021-04-07,1000,"lv",39.8,42.7,NA,580,2.32756726608426e-15,0,1,1.72693881974553,2,8.03913253473978e-15,39.8,42.7
"1214","Morning Consult","4/4/21",2021-04-06,13727,"rv",44,41,NA,581,2.17883571778148e-15,1.90875,2,2.38177999381291,1.67,1.73329544568725e-14,43.5228125,41.4771875
"1215","Morning Consult","4/3/21",2021-04-05,13900,"rv",44,41,NA,582,2.03960811541524e-15,1.90875,2,2.3849110297797,1.67,1.62467081955458e-14,43.5228125,41.4771875
"1216","Morning Consult","4/2/21",2021-04-04,13597,"rv",44,41,NA,583,1.90927715684021e-15,1.90875,2,2.37940111478892,1.67,1.51734068927249e-14,43.5228125,41.4771875
"1217","Morning Consult","4/1/21",2021-04-03,12400,"rv",44,41,NA,584,1.78727434651812e-15,1.90875,2,2.35636293789828,1.67,1.40662998801722e-14,43.5228125,41.4771875
"1218","Morning Consult","3/31/21",2021-04-02,12465,"rv",44,41,NA,585,1.67306751577561e-15,1.90875,2,2.35766999898941,1.67,1.31747672346812e-14,43.5228125,41.4771875
"1219","Morning Consult","3/30/21",2021-04-01,12632,"rv",43,41,NA,586,1.56615850151755e-15,1.90875,2,2.36099713898387,1.67,1.23503037758692e-14,42.5228125,41.4771875
"1220","Morning Consult","3/29/21",2021-03-31,12337,"rv",44,41,NA,587,1.46608097327058e-15,1.90875,2,2.35508953901787,1.67,1.15321915580989e-14,43.5228125,41.4771875
"1221","Morning Consult","3/28/21",2021-03-30,12460,"rv",44,41,NA,588,1.37239839907859e-15,1.90875,2,2.35756969808536,1.67,1.08066530970909e-14,43.5228125,41.4771875
"1222","Morning Consult","3/27/21",2021-03-29,12176,"rv",44,41,NA,589,1.28470214137747e-15,1.90875,2,2.35180552002537,1.67,1.0091374422851e-14,43.5228125,41.4771875
"1223","Morning Consult","3/26/21",2021-03-28,12000,"rv",44,41,NA,590,1.20260967454345e-15,1.90875,2,2.34816548219253,1.67,9.43191459788781e-15,43.5228125,41.4771875
"1224","Morning Consult","3/25/21",2021-03-27,11153,"rv",44,41,NA,591,1.12576291634012e-15,1.90875,2,2.32986594974863,1.67,8.76040813214368e-15,43.5228125,41.4771875
"1225","Morning Consult","3/24/21",2021-03-26,10918,"rv",44,41,NA,592,1.05382666598599e-15,1.90875,2,2.32454202058543,1.67,8.18187898744287e-15,43.5228125,41.4771875
"1226","Morning Consult","3/23/21",2021-03-25,10020,"rv",44,41,NA,593,9.86487142029481e-16,1.90875,2,2.30308459365971,1.67,7.58835755109601e-15,43.5228125,41.4771875
"1227","Morning Consult","3/22/21",2021-03-24,9265,"rv",44,41,NA,594,9.23450613653797e-16,1.90875,2,2.28349978467987,1.67,7.04305558665272e-15,43.5228125,41.4771875
"1228","Morning Consult","3/21/21",2021-03-23,9274,"rv",44,41,NA,595,8.6444211944132e-16,1.90875,2,2.28374251623785,1.67,6.59370515812297e-15,43.5228125,41.4771875
"1229","Morning Consult","3/20/21",2021-03-22,10170,"rv",45,41,NA,596,8.09204268009019e-16,1.90875,2,2.30679937226065,1.67,6.23468413756265e-15,44.5228125,41.4771875
"1230","Morning Consult","3/19/21",2021-03-21,10150,"rv",44,41,NA,597,7.57496115283243e-16,1.90875,2,2.30630724611748,1.67,5.83504272380918e-15,43.5228125,41.4771875
"1231","Echelon Insights","3/15/21",2021-03-21,1008,"rv",46,42,NA,597,7.57496115283243e-16,1.49,2,1.72893086215783,1.67,4.37425909500406e-15,45.6275,42.3725
"1232","Morning Consult","3/18/21",2021-03-20,10142,"rv",44,40,NA,598,7.09092113516644e-16,1.90875,2,2.30611012408874,1.67,5.46171663632e-15,43.5228125,40.4771875
"1233","Morning Consult","3/17/21",2021-03-19,10329,"rv",44,40,NA,599,6.6378112746293e-16,1.90875,2,2.31067768800166,1.67,5.1228393647569e-15,43.5228125,40.4771875
"1234","Morning Consult","3/16/21",2021-03-18,11162,"rv",44,40,NA,600,6.21365513418049e-16,1.90875,2,2.33006760783709,1.67,4.83573100917782e-15,43.5228125,40.4771875
"1235","Morning Consult","3/15/21",2021-03-17,11448,"rv",45,40,NA,601,5.81660257110636e-16,1.90875,2,2.33639258030907,1.67,4.53901560797301e-15,44.5228125,40.4771875
"1236","Morning Consult","3/14/21",2021-03-16,12968,"rv",45,41,NA,602,5.44492166681266e-16,1.90875,2,2.36756001585388,1.67,4.3056537284859e-15,44.5228125,41.4771875
"1237","Morning Consult","3/13/21",2021-03-15,13400,"rv",45,41,NA,603,5.09699117230333e-16,1.90875,2,2.37575249648475,1.67,4.04446929372157e-15,44.5228125,41.4771875
"1238","Morning Consult","3/12/21",2021-03-14,13018,"rv",45,41,NA,604,4.77129343639315e-16,1.90875,2,2.36852207353308,1.67,3.77450521701583e-15,44.5228125,41.4771875
"1239","Morning Consult","3/11/21",2021-03-13,11602,"rv",45,41,NA,605,4.46640778580763e-16,1.90875,2,2.3397331940065,1.67,3.49036765317735e-15,44.5228125,41.4771875
"1240","Morning Consult","3/10/21",2021-03-12,11158,"rv",45,41,NA,606,4.18100432829452e-16,1.90875,2,2.32997800210137,1.67,3.25371046928003e-15,44.5228125,41.4771875
"1241","Morning Consult","3/9/21",2021-03-11,11821,"rv",45,41,NA,607,3.9138381517165e-16,1.90875,2,2.34440822243759,1.67,3.06466187095416e-15,44.5228125,41.4771875
"1242","Morning Consult","3/8/21",2021-03-10,12090,"rv",45,41,NA,608,3.66374389382182e-16,1.90875,2,2.35003348590221,1.67,2.87571355863984e-15,44.5228125,41.4771875
"1243","Morning Consult","3/7/21",2021-03-09,13677,"rv",45,41,NA,609,3.4296306590066e-16,1.90875,2,2.38086771722039,1.67,2.72727597061805e-15,44.5228125,41.4771875
"1244","Morning Consult","3/6/21",2021-03-08,13701,"rv",45,41,NA,610,3.21047725989608e-16,1.90875,2,2.38130602546328,1.67,2.55347303376353e-15,44.5228125,41.4771875
"1245","Morning Consult","3/5/21",2021-03-07,12631,"rv",44,41,NA,611,3.00532776298872e-16,1.90875,2,2.36097734719349,1.67,2.3699005969489e-15,43.5228125,41.4771875
"1246","Morning Consult","3/4/21",2021-03-06,11291,"rv",44,42,NA,612,2.81328731893374e-16,1.90875,2,2.33294030679513,1.67,2.19211928123267e-15,43.5228125,42.4771875
"1247","Morning Consult","3/3/21",2021-03-05,10984,"rv",44,41,NA,613,2.63351825925388e-16,1.90875,2,2.32604873686195,1.67,2.04598106802708e-15,43.5228125,41.4771875
"1248","Morning Consult","3/2/21",2021-03-04,12296,"rv",44,41,NA,614,2.46523644248755e-16,1.90875,2,2.35425732130461,1.67,1.93846951512007e-15,43.5228125,41.4771875
"1249","Morning Consult","3/1/21",2021-03-03,12209,"rv",44,41,NA,615,2.3077078338126e-16,1.90875,2,2.35248216591721,1.67,1.81323306874599e-15,43.5228125,41.4771875
"1250","Morning Consult","2/28/21",2021-03-02,13534,"rv",45,41,NA,616,2.16024530323197e-16,1.90875,2,2.37824007919804,1.67,1.71595237498923e-15,44.5228125,41.4771875
"1251","Morning Consult","2/27/21",2021-03-01,13816,"rv",45,41,NA,617,2.02220562835545e-16,1.90875,2,2.38339565495663,1.67,1.60978518008911e-15,44.5228125,41.4771875
"1252","Léger","2/26/21",2021-02-28,1002,"a",39,31,NA,618,1.89298668870354e-16,3.88333333333333,2,1.7274383204112,1,6.54003549218961e-16,38.0291666666667,31.9708333333333
"1253","Morning Consult","2/26/21",2021-02-28,13831,"rv",45,41,NA,618,1.89298668870354e-16,1.90875,2,2.38366693215618,1.67,1.50709142414006e-15,44.5228125,41.4771875
"1254","McLaughlin & Associates","2/24/21",2021-02-28,1000,"lv",46,46,NA,618,1.89298668870354e-16,-7.86,1,1.72693881974553,2,6.53814439596739e-16,47.965,44.035
"1255","Morning Consult","2/25/21",2021-02-27,12437,"rv",44,41,NA,619,1.77202483929538e-16,1.90875,2,2.35710779491344,1.67,1.39506908953545e-15,43.5228125,41.4771875
"1256","Morning Consult","2/24/21",2021-02-26,11923,"rv",44,41,NA,620,1.65879245206441e-16,1.90875,2,2.34655614670153,1.67,1.30007817458094e-15,43.5228125,41.4771875
"1257","Morning Consult","2/23/21",2021-02-25,11741,"rv",44,41,NA,621,1.55279561437749e-16,1.90875,2,2.34271056715755,1.67,1.21500873194231e-15,43.5228125,41.4771875
"1258","NRSC","2/22/21",2021-02-25,1200,"lv",39,38,NA,621,1.55279561437749e-16,0,1,1.77251920894402,2,5.50472010809628e-16,39,38
"1259","Morning Consult","2/22/21",2021-02-24,11559,"rv",44,41,NA,622,1.45357197461877e-16,1.90875,2,2.33880490832357,1.67,1.13547350379255e-15,43.5228125,41.4771875
"1260","Morning Consult","2/21/21",2021-02-23,12503,"rv",44,41,NA,623,1.36068872544063e-16,1.90875,2,2.35843097362375,1.67,1.0718362054703e-15,43.5228125,41.4771875
"1261","GQR Research (GQRR)","2/18/21",2021-02-23,1000,"rv",48,42,NA,623,1.36068872544063e-16,4.095,2,1.72693881974553,1.67,7.84841944638868e-16,46.97625,43.02375
"1262","GQR Research (GQRR)","2/18/21",2021-02-23,1000,"rv",48,42,NA,623,1.36068872544063e-16,4.095,2,1.72693881974553,1.67,7.84841944638868e-16,46.97625,43.02375
"1263","GQR Research (GQRR)","2/18/21",2021-02-23,1000,"rv",47,43,NA,623,1.36068872544063e-16,4.095,2,1.72693881974553,1.67,7.84841944638868e-16,45.97625,44.02375
"1264","Morning Consult","2/20/21",2021-02-22,13182,"rv",44,41,NA,624,1.27374071588497e-16,1.90875,2,2.37165188540317,1.67,1.00897043649469e-15,43.5228125,41.4771875
"1265","Morning Consult","2/19/21",2021-02-21,13504,"rv",44,41,NA,625,1.19234868413992e-16,1.90875,2,2.37768530420893,1.67,9.46900001219968e-16,43.5228125,41.4771875
"1266","Morning Consult","2/18/21",2021-02-20,12907,"rv",45,40,NA,626,1.11615760322338e-16,1.90875,2,2.3663812697088,1.67,8.82178985067833e-16,44.5228125,40.4771875
"1267","Morning Consult","2/17/21",2021-02-19,12952,"rv",45,40,NA,627,1.04483513237741e-16,1.90875,2,2.36725137383937,1.67,8.26111392453724e-16,44.5228125,40.4771875
"1268","Morning Consult","2/16/21",2021-02-18,13371,"rv",45,41,NA,628,9.78070167418493e-17,1.90875,2,2.37521086540367,1.67,7.75923044852382e-16,44.5228125,41.4771875
"1269","Echelon Insights","2/12/21",2021-02-18,1005,"rv",44,44,NA,628,9.78070167418493e-17,1.49,2,1.72818570512329,1.67,5.64555818568022e-16,43.6275,44.3725
"1270","Morning Consult","2/15/21",2021-02-17,13794,"rv",45,41,NA,629,9.15571483720451e-17,1.90875,2,2.38299724849781,1.67,7.2872264505397e-16,44.5228125,41.4771875
"1271","Morning Consult","2/14/21",2021-02-16,14401,"rv",45,41,NA,630,8.57066465910715e-17,1.90875,2,2.39376323189935,1.67,6.85239140592588e-16,44.5228125,41.4771875
"1272","Morning Consult","2/13/21",2021-02-15,14263,"rv",45,41,NA,631,8.0229991873902e-17,1.90875,2,2.39135601263086,1.67,6.40807301359674e-16,44.5228125,41.4771875
"1273","Morning Consult","2/12/21",2021-02-14,13339,"rv",45,40,NA,632,7.51032953931597e-17,1.90875,2,2.37461183853526,1.67,5.9565952234105e-16,44.5228125,40.4771875
"1274","Morning Consult","2/11/21",2021-02-13,12565,"rv",45,40,NA,633,7.03041948175368e-17,1.90875,2,2.35966761249442,1.67,5.54087735321689e-16,44.5228125,40.4771875
"1275","Morning Consult","2/10/21",2021-02-12,12426,"rv",45,40,NA,634,6.58117567686962e-17,1.90875,2,2.35688658265591,1.67,5.18070227340575e-16,44.5228125,40.4771875
"1276","Morning Consult","2/9/21",2021-02-11,13241,"rv",44,41,NA,635,6.16063855111765e-17,1.90875,2,2.37276833883494,1.67,4.8823345457667e-16,43.5228125,41.4771875
"1277","Morning Consult","2/8/21",2021-02-10,13269,"rv",44,41,NA,636,5.76697374770123e-17,1.90875,2,2.37329644163411,1.67,4.57137058365516e-16,43.5228125,41.4771875
"1278","Morning Consult","2/7/21",2021-02-09,14276,"rv",44,41,NA,637,5.39846412522312e-17,1.90875,2,2.39158377115251,1.67,4.31223364980491e-16,43.5228125,41.4771875
"1279","Morning Consult","2/6/21",2021-02-08,14202,"rv",44,41,NA,638,5.05350226762137e-17,1.90875,2,2.39028451968551,1.67,4.03448895232398e-16,43.5228125,41.4771875
"1280","Morning Consult","2/5/21",2021-02-07,13649,"rv",44,41,NA,639,4.73058347272036e-17,1.90875,2,2.38035538446405,1.67,3.76099692687615e-16,43.5228125,41.4771875
"1281","Morning Consult","2/4/21",2021-02-06,12644,"rv",45,41,NA,640,4.42829918881353e-17,1.90875,2,2.36123451833388,1.67,3.49238846931356e-16,44.5228125,41.4771875
"1282","Morning Consult","2/3/21",2021-02-05,11742,"rv",45,41,NA,641,4.14533087064835e-17,1.90875,2,2.34273185915603,1.67,3.24360716493524e-16,44.5228125,41.4771875
"1283","Morning Consult","2/2/21",2021-02-04,12781,"rv",45,41,NA,642,3.88044422801392e-17,1.90875,2,2.36392874303293,1.67,3.063813277877e-16,44.5228125,41.4771875
"1284","Morning Consult","2/1/21",2021-02-03,12887,"rv",45,41,NA,643,3.63248384184383e-17,1.90875,2,2.3659935825721,1.67,2.87054077517218e-16,44.5228125,41.4771875
"1285","Morning Consult","1/31/21",2021-02-02,14080,"rv",45,41,NA,644,3.40036812435001e-17,1.90875,2,2.38812765742801,1.67,2.71225139650775e-16,44.5228125,41.4771875
"1286","Morning Consult","1/30/21",2021-02-01,14184,"rv",45,41,NA,645,3.18308460120404e-17,1.90875,2,2.38996746193851,1.67,2.54089452090871e-16,44.5228125,41.4771875
"1287","Morning Consult","1/29/21",2021-01-31,14343,"rv",45,41,NA,646,2.9796854951871e-17,1.90875,2,2.39275432432355,1.67,2.38130488814686e-16,44.5228125,41.4771875
"1288","Morning Consult","1/28/21",2021-01-30,14196,"rv",45,40,NA,647,2.78928359204465e-17,1.90875,2,2.3901788784416,1.67,2.22674016704807e-16,44.5228125,40.4771875
"1289","Morning Consult","1/27/21",2021-01-29,13818,"rv",44,40,NA,648,2.61104837051299e-17,1.90875,2,2.38343184226219,1.67,2.07856744654113e-16,43.5228125,40.4771875
"1290","Morning Consult","1/26/21",2021-01-28,14245,"rv",45,40,NA,649,2.44420237963721e-17,1.90875,2,2.391040311733,1.67,1.95195826419527e-16,44.5228125,40.4771875
"1291","Morning Consult","1/25/21",2021-01-27,14390,"rv",44,40,NA,650,2.2880178475784e-17,1.90875,2,2.39357219997035,1.67,1.82916299494188e-16,43.5228125,40.4771875
"1292","Morning Consult","1/24/21",2021-01-26,14159,"rv",45,40,NA,651,2.14181350711814e-17,1.90875,2,2.38952643582124,1.67,1.7093852786165e-16,44.5228125,40.4771875
